timestamp,vibration_g,strain_microstrain,temperature_c,displacement_mm,damage_class
2025-01-07 05:00:00,0.07191,219.204,17.667,1.5099,0
2025-01-07 06:00:00,0.10189,251.568,18.841,1.7593,0
2025-01-07 07:00:00,0.14009,285.175,19.341,2.0321,0
2025-01-07 08:00:00,0.13451,299.831,20.021,2.2201,0
2025-01-07 09:00:00,0.11256,299.852,22.69,2.1026,0
2025-01-07 10:00:00,0.09842,262.491,24.163,1.7352,0
2025-01-07 11:00:00,0.08601,228.808,26.948,1.7837,0
2025-01-07 12:00:00,0.08979,213.703,25.187,1.5087,0
2025-01-07 13:00:00,0.09955,201.701,26.006,1.4476,0
2025-01-07 14:00:00,0.09808,211.803,23.628,1.4146,0
2025-01-07 15:00:00,0.0982,223.027,21.852,1.6671,0
2025-01-07 16:00:00,0.09067,250.038,20.873,,0
2025-01-07 17:00:00,0.1067,296.526,19.714,2.1075,0
2025-01-07 18:00:00,0.1364,300.592,21.585,2.2071,0
2025-01-07 19:00:00,0.10649,284.493,16.492,2.0064,0
2025-01-07 20:00:00,0.10394,258.547,17.037,1.6885,0
2025-01-07 21:00:00,0.09636,213.542,13.705,,0
2025-01-07 22:00:00,0.07168,192.916,14.953,1.3734,0
2025-01-07 23:00:00,0.07045,177.835,13.697,1.3273,0
2025-01-08 00:00:00,0.08087,173.36,13.014,1.2224,0
2025-01-08 01:00:00,0.08806,179.812,13.358,1.2833,0
2025-01-08 02:00:00,0.09486,178.108,13.22,1.3615,0
2025-01-08 03:00:00,0.09003,184.096,15.495,1.2024,0
2025-01-08 04:00:00,0.08622,192.624,15.656,1.3827,0
2025-01-08 05:00:00,0.08376,211.659,16.178,1.444,0
2025-01-08 06:00:00,0.09379,249.664,17.669,1.7021,0
2025-01-08 07:00:00,0.1165,282.214,20.962,2.1364,0
2025-01-08 08:00:00,0.13492,308.71,24.097,2.2478,0
2025-01-08 09:00:00,0.12667,294.299,23.637,2.0583,0
2025-01-08 10:00:00,0.08145,259.416,24.256,1.9911,0
2025-01-08 11:00:00,0.0833,242.563,25.341,1.7314,0
2025-01-08 12:00:00,0.09991,219.581,26.769,1.3974,0
2025-01-08 13:00:00,0.08444,200.915,25.261,1.377,0
2025-01-08 14:00:00,0.06845,214.682,23.905,1.5565,0
2025-01-08 15:00:00,0.12099,233.624,24.772,1.6265,0
2025-01-08 16:00:00,0.1063,256.606,22.717,1.9821,0
2025-01-08 17:00:00,0.12724,285.795,22.598,2.1893,0
2025-01-08 18:00:00,0.13479,313.534,19.422,2.2453,0
2025-01-08 19:00:00,0.11822,273.178,16.18,1.962,0
2025-01-08 20:00:00,0.09791,244.19,14.56,1.779,0
2025-01-08 21:00:00,0.11817,215.074,16.941,1.4295,0
2025-01-08 22:00:00,0.09737,199.065,16.074,1.4939,0
2025-01-08 23:00:00,0.09261,193.817,13.191,1.3347,0
2025-01-09 00:00:00,0.08892,184.69,12.913,1.2177,0
2025-01-09 01:00:00,0.06997,183.074,15.331,1.3846,0
2025-01-09 02:00:00,0.09745,188.085,12.848,1.4641,0
2025-01-09 03:00:00,0.07263,181.606,14.056,1.2965,0
2025-01-09 04:00:00,0.08873,198.69,17.145,1.4496,0
2025-01-09 05:00:00,0.07304,206.967,17.346,1.5031,0
2025-01-09 06:00:00,0.08215,244.119,19.367,1.8186,0
2025-01-09 07:00:00,0.12645,289.46,20.73,1.9914,0
2025-01-09 08:00:00,0.12029,312.242,22.778,2.2716,0
2025-01-09 09:00:00,0.09876,288.545,25.304,2.1841,0
2025-01-09 10:00:00,0.11313,264.458,24.678,2.0354,0
2025-01-09 11:00:00,0.11816,227.888,25.941,1.5232,0
2025-01-09 12:00:00,0.10213,217.766,22.913,1.4717,0
2025-01-09 13:00:00,0.0804,208.168,25.11,1.5957,0
2025-01-09 14:00:00,0.08556,204.7,23.557,1.4845,0
2025-01-09 15:00:00,0.10338,225.305,22.153,1.5963,0
2025-01-09 16:00:00,0.12011,248.924,21.319,1.7744,0
2025-01-09 17:00:00,0.11851,296.336,20.525,2.0343,0
2025-01-09 18:00:00,0.13041,305.194,20.472,2.091,0
2025-01-09 19:00:00,0.12624,278.789,16.228,1.9941,0
2025-01-09 20:00:00,0.11329,247.66,16.41,1.6883,0
2025-01-09 21:00:00,0.09111,202.822,14.549,1.5051,0
2025-01-09 22:00:00,0.08389,182.914,13.783,1.2921,0
2025-01-09 23:00:00,0.0993,189.364,,1.2864,0
2025-01-10 00:00:00,0.09652,177.401,14.189,1.2667,0
2025-01-10 01:00:00,0.08774,179.871,15.352,1.3167,0
2025-01-10 02:00:00,0.10275,189.227,14.162,1.2622,0
2025-01-10 03:00:00,0.07811,189.402,14.465,1.2351,0
2025-01-10 04:00:00,0.10481,188.358,16.274,1.3993,0
2025-01-10 05:00:00,0.09922,212.974,18.281,1.637,0
2025-01-10 06:00:00,0.1459,245.712,19.755,1.8279,0
2025-01-10 07:00:00,0.10832,297.847,19.795,2.0492,0
2025-01-10 08:00:00,0.12173,315.205,22.652,2.2599,0
2025-01-10 09:00:00,0.12766,293.62,24.06,1.9979,0
2025-01-10 10:00:00,0.11141,271.405,27.76,1.9265,0
2025-01-10 11:00:00,0.11613,228.132,27.591,1.6595,0
2025-01-10 12:00:00,0.07743,209.426,24.519,1.4436,0
2025-01-10 13:00:00,0.09435,210.665,24.994,1.4308,0
2025-01-10 14:00:00,0.0994,212.95,22.983,1.4624,0
2025-01-10 15:00:00,0.10118,226.205,23.077,1.7032,0
2025-01-10 16:00:00,0.09511,259.275,22.922,1.9525,0
2025-01-10 17:00:00,0.13952,293.431,22.543,2.0649,0
2025-01-10 18:00:00,0.14475,300.422,18.668,2.1686,0
2025-01-10 19:00:00,0.12983,279.974,17.205,2.0197,0
2025-01-10 20:00:00,0.1091,236.421,13.966,1.7955,0
2025-01-10 21:00:00,0.09542,211.411,15.105,1.5156,0
2025-01-10 22:00:00,0.08439,191.62,13.072,1.3519,0
2025-01-10 23:00:00,0.09043,184.6,13.112,1.3426,0
2025-01-11 00:00:00,0.08237,173.718,12.661,1.2322,0
2025-01-11 01:00:00,0.07183,177.226,13.804,1.4064,0
2025-01-11 02:00:00,0.06954,182.917,12.408,1.2781,0
2025-01-11 03:00:00,0.07372,193.495,13.71,1.2402,0
2025-01-11 04:00:00,0.088,203.082,19.268,1.419,0
2025-01-11 05:00:00,0.09239,210.72,16.615,1.6252,0
2025-01-11 06:00:00,0.10923,249.628,18.397,1.7632,0
2025-01-11 07:00:00,0.12864,288.086,23.47,2.2291,0
2025-01-11 08:00:00,0.12247,325.072,26.199,2.273,0
2025-01-11 09:00:00,0.14022,294.094,22.55,2.078,0
2025-01-11 10:00:00,0.10343,257.016,24.467,1.9411,0
2025-01-11 11:00:00,0.08752,231.756,25.918,1.5965,0
2025-01-11 12:00:00,0.09124,217.163,27.787,1.6331,0
2025-01-11 13:00:00,0.06145,216.5,24.324,1.509,0
2025-01-11 14:00:00,0.07597,212.449,24.615,1.4498,0
2025-01-11 15:00:00,0.1045,231.527,24.888,1.6453,0
2025-01-11 16:00:00,0.0858,261.887,23.235,1.8259,0
2025-01-11 17:00:00,0.13604,284.886,20.814,2.1412,0
2025-01-11 18:00:00,0.14813,304.422,19.552,2.3743,0
2025-01-11 19:00:00,0.1182,281.938,16.51,2.019,0
2025-01-11 20:00:00,0.11015,234.822,16.427,1.8104,0
2025-01-11 21:00:00,0.10614,211.631,15.151,1.5066,0
2025-01-11 22:00:00,0.07973,192.5,14.795,1.3722,0
2025-01-11 23:00:00,0.09316,184.481,13.251,1.2886,0
2025-01-12 00:00:00,0.07395,184.757,14.448,1.2381,0
2025-01-12 01:00:00,0.07628,187.92,15.302,1.3466,0
2025-01-12 02:00:00,0.07253,193.724,14.873,1.2921,0
2025-01-12 03:00:00,0.08686,182.527,16.062,1.2716,0
2025-01-12 04:00:00,0.09923,195.238,16.946,1.4837,0
2025-01-12 05:00:00,0.0905,220.79,18.329,1.5603,0
2025-01-12 06:00:00,0.09139,252.469,19.016,1.7883,0
2025-01-12 07:00:00,0.10964,294.188,21.815,2.2355,0
2025-01-12 08:00:00,0.13474,326.529,22.766,2.1246,0
2025-01-12 09:00:00,0.14476,305.242,26.637,2.3024,0
2025-01-12 10:00:00,0.11137,273.067,26.966,1.8554,0
2025-01-12 11:00:00,0.08808,231.382,26.141,1.6867,0
2025-01-12 12:00:00,0.09465,208.444,24.967,1.4779,0
2025-01-12 13:00:00,0.08061,206.783,24.343,1.4074,0
2025-01-12 14:00:00,0.08091,221.91,26.508,1.6532,0
2025-01-12 15:00:00,0.08122,232.094,24.44,1.7928,0
2025-01-12 16:00:00,0.12355,261.334,23.458,1.8555,0
2025-01-12 17:00:00,0.09216,284.952,19.342,2.118,0
2025-01-12 18:00:00,0.13957,304.047,20.995,2.2495,0
2025-01-12 19:00:00,0.11707,284.178,18.875,2.2226,0
2025-01-12 20:00:00,0.10172,246.65,15.55,1.5855,0
2025-01-12 21:00:00,0.11302,214.997,15.074,1.5337,0
2025-01-12 22:00:00,0.07677,187.172,15.003,1.3152,0
2025-01-12 23:00:00,0.07458,190.163,14.15,1.1268,0
2025-01-13 00:00:00,0.08044,179.069,13.7,1.2667,0
2025-01-13 01:00:00,0.08698,186.72,14.131,1.4501,0
2025-01-13 02:00:00,0.07682,183.876,14.553,1.2579,0
2025-01-13 03:00:00,0.06386,198.851,15.991,1.4062,0
2025-01-13 04:00:00,0.07495,198.711,18.817,1.5265,0
2025-01-13 05:00:00,0.10809,211.748,15.418,1.5077,0
2025-01-13 06:00:00,0.10754,254.799,19.767,1.8274,0
2025-01-13 07:00:00,0.12804,286.189,21.816,1.991,0
2025-01-13 08:00:00,0.12686,310.916,23.406,2.2238,0
2025-01-13 09:00:00,0.11472,294.1,23.847,2.2313,0
2025-01-13 10:00:00,0.12678,255.161,23.139,1.8732,0
2025-01-13 11:00:00,0.09047,230.795,26.24,1.7007,0
2025-01-13 12:00:00,0.08013,227.704,28.124,1.583,0
2025-01-13 13:00:00,0.09664,204.37,24.006,1.6515,0
2025-01-13 14:00:00,0.07679,220.566,26.284,1.5103,0
2025-01-13 15:00:00,0.08559,230.405,23.899,1.7646,0
2025-01-13 16:00:00,0.10677,249.522,22.977,1.8766,0
2025-01-13 17:00:00,0.12263,291.45,20.34,2.2417,0
2025-01-13 18:00:00,0.13312,294.983,19.65,2.1267,0
2025-01-13 19:00:00,0.14773,291.511,20.058,2.1167,0
2025-01-13 20:00:00,,243.881,17.75,1.756,0
2025-01-13 21:00:00,0.06417,215.911,17.887,1.5569,0
2025-01-13 22:00:00,0.08925,188.101,16.268,1.4902,0
2025-01-13 23:00:00,0.0832,187.652,14.782,1.3551,0
2025-01-14 00:00:00,0.08252,194.019,16.312,1.4323,0
2025-01-14 01:00:00,0.08496,180.785,14.95,1.2609,0
2025-01-14 02:00:00,0.08177,184.46,16.017,1.2665,0
2025-01-14 03:00:00,0.08211,191.406,15.621,1.3386,0
2025-01-14 04:00:00,0.09269,200.91,17.299,1.4048,0
2025-01-14 05:00:00,0.08621,201.135,17.829,1.53,0
2025-01-14 06:00:00,0.09527,266.696,21.407,1.7657,0
2025-01-14 07:00:00,0.15892,291.543,20.358,2.2023,0
2025-01-14 08:00:00,0.12141,317.113,24.158,2.2633,0
2025-01-14 09:00:00,0.12383,295.648,24.233,2.2786,0
2025-01-14 10:00:00,0.0887,254.843,26.821,1.9246,0
2025-01-14 11:00:00,0.09412,238.9,26.916,1.7333,0
2025-01-14 12:00:00,0.07426,218.229,28.404,1.6211,0
2025-01-14 13:00:00,0.07818,217.285,26.892,1.4535,0
2025-01-14 14:00:00,0.09799,210.07,23.529,1.5328,0
2025-01-14 15:00:00,0.09839,230.958,24.382,1.7977,0
2025-01-14 16:00:00,0.11347,250.808,21.813,1.8686,0
2025-01-14 17:00:00,0.10138,295.222,21.15,2.1904,0
2025-01-14 18:00:00,0.15204,301.338,22.033,2.316,0
2025-01-14 19:00:00,0.10833,299.899,19.431,2.1171,0
2025-01-14 20:00:00,0.12499,257.476,16.38,1.7819,0
2025-01-14 21:00:00,0.10497,219.09,14.76,1.5426,0
2025-01-14 22:00:00,0.09226,200.988,15.062,1.4354,0
2025-01-14 23:00:00,0.07248,182.591,12.964,1.1893,0
2025-01-15 00:00:00,0.08382,189.723,13.581,1.3135,0
2025-01-15 01:00:00,0.07636,185.081,14.966,1.3,0
2025-01-15 02:00:00,0.08247,179.958,16.577,1.3094,0
2025-01-15 03:00:00,0.07975,200.33,16.875,1.4598,0
2025-01-15 04:00:00,0.06087,199.215,14.637,1.3093,0
2025-01-15 05:00:00,0.10617,218.428,19.199,1.4538,0
2025-01-15 06:00:00,0.10567,245.292,20.473,1.892,0
2025-01-15 07:00:00,0.11681,289.219,22.436,2.024,0
2025-01-15 08:00:00,0.12328,304.458,25.326,2.1557,0
2025-01-15 09:00:00,0.12693,297.813,22.153,2.206,0
2025-01-15 10:00:00,0.09592,252.266,24.874,1.9071,0
2025-01-15 11:00:00,0.06566,236.522,26.891,1.7189,0
2025-01-15 12:00:00,0.09034,208.336,24.489,1.4824,0
2025-01-15 13:00:00,0.08972,207.691,27.953,1.4246,0
2025-01-15 14:00:00,0.08306,218.054,26.025,1.446,0
2025-01-15 15:00:00,0.07895,230.181,25.645,1.6406,0
2025-01-15 16:00:00,0.10771,262.354,22.702,1.76,0
2025-01-15 17:00:00,0.10506,286.138,22.916,2.1694,0
2025-01-15 18:00:00,0.11767,303.161,21.669,2.218,0
2025-01-15 19:00:00,0.11362,271.432,19.113,2.1025,0
2025-01-15 20:00:00,0.11677,233.646,17.668,1.7987,0
2025-01-15 21:00:00,0.08836,223.671,16.468,1.5554,0
2025-01-15 22:00:00,0.07996,203.93,14.155,1.4006,0
2025-01-15 23:00:00,0.1062,186.7,14.414,1.2917,0
2025-01-16 00:00:00,0.08623,179.438,14.371,1.3203,0
2025-01-16 01:00:00,0.08608,184.398,15.218,1.3374,0
2025-01-16 02:00:00,0.07768,194.479,16.557,1.1461,0
2025-01-16 03:00:00,0.07559,184.373,15.041,1.3804,0
2025-01-16 04:00:00,0.0591,199.677,17.404,1.4214,0
2025-01-16 05:00:00,0.10434,221.856,20.778,1.6342,0
2025-01-16 06:00:00,0.11202,247.525,19.661,1.7132,0
2025-01-16 07:00:00,0.12048,286.814,21.12,2.0926,0
2025-01-16 08:00:00,0.12835,313.932,23.796,2.1996,0
2025-01-16 09:00:00,0.13146,293.959,25.809,2.2478,0
2025-01-16 10:00:00,0.08799,266.465,25.763,1.7953,0
2025-01-16 11:00:00,0.08565,234.181,27.944,1.6225,0
2025-01-16 12:00:00,0.07182,220.658,27.582,1.6069,0
2025-01-16 13:00:00,0.10475,223.307,27.359,1.4761,0
2025-01-16 14:00:00,0.09596,216.433,26.415,1.4724,0
2025-01-16 15:00:00,0.06629,241.785,27.589,1.764,0
2025-01-16 16:00:00,0.08848,247.845,23.307,1.9467,0
2025-01-16 17:00:00,0.12104,284.173,19.702,2.1543,0
2025-01-16 18:00:00,0.12433,309.571,22.479,2.3351,0
2025-01-16 19:00:00,0.10674,295.908,18.451,2.0593,0
2025-01-16 20:00:00,0.12998,235.024,17.683,1.7701,0
2025-01-16 21:00:00,0.09646,215.274,17.882,1.4938,0
2025-01-16 22:00:00,0.09103,198.657,13.435,1.3633,0
2025-01-16 23:00:00,0.07444,179.002,13.256,1.2596,0
2025-01-17 00:00:00,0.09067,179.801,12.798,1.2473,0
2025-01-17 01:00:00,0.07745,185.56,13.971,1.3478,0
2025-01-17 02:00:00,0.07872,189.282,16.051,1.4276,0
2025-01-17 03:00:00,0.09008,201.192,17.106,1.3915,0
2025-01-17 04:00:00,0.06579,202.302,18.051,1.5627,0
2025-01-17 05:00:00,0.11187,222.955,17.471,1.4831,0
2025-01-17 06:00:00,0.10883,245.179,17.947,1.6434,0
2025-01-17 07:00:00,0.138,288.086,22.338,2.1933,0
2025-01-17 08:00:00,0.11709,309.468,23.153,2.2156,0
2025-01-17 09:00:00,0.11155,292.244,25.513,2.1619,0
2025-01-17 10:00:00,0.0927,268.745,26.758,1.7811,0
2025-01-17 11:00:00,0.09573,232.044,26.681,1.6059,0
2025-01-17 12:00:00,0.08625,215.968,27.632,1.4447,0
2025-01-17 13:00:00,0.07792,216.8,26.79,1.4832,0
2025-01-17 14:00:00,0.07329,210.868,26.552,1.5172,0
2025-01-17 15:00:00,0.07752,233.597,24.117,1.6466,0
2025-01-17 16:00:00,0.10606,256.14,23.504,1.973,0
2025-01-17 17:00:00,0.11704,299.843,22.509,2.1928,0
2025-01-17 18:00:00,0.12177,305.422,21.704,2.1258,0
2025-01-17 19:00:00,0.1412,288.669,18.694,2.1301,0
2025-01-17 20:00:00,0.10566,249.251,18.345,1.8054,0
2025-01-17 21:00:00,0.10795,216.693,16.158,1.512,0
2025-01-17 22:00:00,0.07894,194.667,15.382,1.3773,0
2025-01-17 23:00:00,0.08568,179.325,15.919,1.3582,0
2025-01-18 00:00:00,0.08134,186.491,12.493,1.2221,0
2025-01-18 01:00:00,0.06164,182.125,13.534,1.2787,0
2025-01-18 02:00:00,0.09926,188.416,13.91,1.3954,0
2025-01-18 03:00:00,0.08112,189.084,13.842,1.2543,0
2025-01-18 04:00:00,0.09429,192.913,17.071,1.322,0
2025-01-18 05:00:00,0.08369,215.295,20.231,1.576,0
2025-01-18 06:00:00,0.10467,256.721,20.543,1.739,0
2025-01-18 07:00:00,0.11223,291.418,22.675,2.0033,0
2025-01-18 08:00:00,0.14483,320.722,25.192,2.2803,0
2025-01-18 09:00:00,0.12637,300.664,26.721,2.3177,0
2025-01-18 10:00:00,0.11105,270.388,25.998,1.9082,0
2025-01-18 11:00:00,0.10902,240.308,28.305,1.7165,0
2025-01-18 12:00:00,0.09933,220.39,26.995,1.385,0
2025-01-18 13:00:00,0.09267,209.223,25.676,1.5362,0
2025-01-18 14:00:00,0.06839,216.639,25.368,1.5384,0
2025-01-18 15:00:00,0.08438,234.523,23.351,1.5747,0
